4.38332,3.94369,3.6241,3.73051,3.80872
4.38693,3.9473,3.62785,3.73385,3.81183
4.39054,3.95091,3.63161,3.73719,3.81493
4.39414,3.9545,3.63534,3.74051,3.81801
4.39773,3.9581,3.63908,3.74383,3.82108
4.40131,3.96169,3.64281,3.74714,3.82414
4.4049,3.96528,3.64655,3.75044,3.8272
4.40845,3.96883,3.65025,3.75371,3.8302
4.41197,3.97235,3.65392,3.75693,3.83315
4.41549,3.97587,3.65759,3.76014,3.83609
4.419,3.97939,3.66125,3.76335,3.83903
4.4225,3.98289,3.66491,3.76654,3.84195
4.42601,3.9864,3.66856,3.76973,3.84486
4.42949,3.9899,3.67221,3.77291,3.84775
4.43298,3.99338,3.67585,3.77608,3.85064
4.43647,3.99688,3.6795,3.77926,3.85352
4.43994,4.00036,3.68312,3.78241,3.85639
4.44341,4.00384,3.68676,3.78556,3.85925
4.44688,4.00731,3.69038,3.7887,3.8621
4.45033,4.01077,3.694,3.79183,3.86493
4.45379,4.01424,3.69762,3.79496,3.86776
4.45724,4.01769,3.70123,3.79808,3.87058
4.46068,4.02115,3.70484,3.80119,3.87338
4.46412,4.02459,3.70844,3.8043,3.87618
4.46755,4.02803,3.71203,3.80739,3.87896
4.47098,4.03148,3.71564,3.81048,3.88174
4.4744,4.03491,3.71922,3.81356,3.8845
4.47781,4.03833,3.7228,3.81663,3.88725
4.48122,4.04175,3.72638,3.81969,3.88999
4.48463,4.04517,3.72997,3.82276,3.89273
4.48803,4.04858,3.73353,3.8258,3.89546
4.49142,4.05199,3.7371,3.82884,3.89817
4.49482,4.0554,3.74067,3.83188,3.90087
4.49819,4.05879,3.74422,3.8349,3.90356
4.50158,4.06219,3.74778,3.83793,3.90625
4.50495,4.06557,3.75133,3.84094,3.90892
4.50832,4.06895,3.75487,3.84394,3.91158
4.51167,4.07233,3.75841,3.84694,3.91423
4.51503,4.0757,3.76195,3.84993,3.91687
4.51838,4.07907,3.76549,3.85291,3.91951
